utc,sensor,call_type,x_local,y_local,z_local,x_utm,y_utm,z_utm,lat,lon,wrms,deltax
2021-11-04 02:08:02,north,lf,75897.39749415405,28365.89864780297,-30.0,29710.16512140422,5013477.408588779,-30.0,45.11799221226952,-128.9793162625151,0.14374436371651408,928.4767404175219
2021-11-04 02:08:06,north,lf,71880.72067376837,23952.053154164525,-30.0,33726.8419417899,5009063.563095141,-30.0,45.08113007799779,-128.92441974909605,0.20878680290060803,309.36966195244105
2021-11-04 02:07:59,north,lf,71685.60007921395,26346.27206401735,-30.0,33921.96253634432,5011457.782004993,-30.0,45.10269541140363,-128.92417757597278,0.3232447091413874,251.65310319607696
2021-11-04 02:07:58,north,lf,71832.44773857648,28206.466465462046,-30.0,33775.114876981796,5013317.976406438,-30.0,45.119254095847054,-128.9277641088565,0.18249769918792855,362.6017032509319
2021-11-04 02:07:59,north,lf,73046.02249220593,24864.56043628637,-30.0,32561.540123352344,5009976.070377262,-30.0,45.08853247482449,-128.93999603847763,0.2871663957895448,630.356238816603
2021-11-04 02:08:09,south,lf,70007.01359862967,16930.83033484908,-30.0,35600.549016928606,5002042.340275825,-30.0,45.01949151789912,-128.89425538617033,0.29507475470351613,57.7709988792824
2021-11-04 02:08:52,hf,pair,37277.83118841339,22095.978970546323,-30.0,68329.73142714488,5007207.488911523,-30.0,45.08643147558897,-128.48526192860658,0.12868172281088824,7.615327820280039
2021-11-04 02:08:59,hf,pair,82831.62814427161,13698.70370663648,-30.0,22775.93447128666,4998810.213647612,-30.0,44.98205858014909,-129.05307189937776,0.15425415108867957,36.04422615356438
2021-11-04 02:08:22,hf,pair,78025.35884982791,26228.9691177843,-30.0,27582.20376573036,5011340.47905876,-30.0,45.09744479633037,-129.0042095059376,0.2488127865155111,40.808415759948865
2021-11-04 02:08:58,hf,pair,85241.65034877173,28448.081368313135,-30.0,20365.912266786545,5013559.591309289,-30.0,45.112458447668836,-129.0975311238785,0.17192717760085605,42.798237331692846
2021-11-04 02:08:32,lf,pair,37259.356137096394,22173.90156231586,-30.0,68348.20647846189,5007285.411503292,-30.0,45.08714095915162,-128.48509526971662,0.11810639199856902,7.208459034557812
2021-11-04 02:09:13,lf,pair,37266.50225647263,22135.123808017903,-30.0,68341.06035908565,5007246.633748994,-30.0,45.08678913643681,-128.48515230366436,0.10951860020435211,7.342340304897791
2021-11-04 02:08:39,lf,pair,83142.28714965853,14036.651417343935,-30.0,22465.275465899744,4999148.16135832,-30.0,44.98487523199981,-129.05731000220993,0.2719531199687784,113.42240373422828
2021-11-04 02:09:22,lf,pair,82807.92380180028,13810.398793004299,-30.0,22799.638813757992,4998921.908733981,-30.0,44.98307434508968,-129.05287851708567,0.31031652427499173,213.86477022816192
2021-11-04 02:08:44,north,lf,76622.61965781242,27797.424439808554,-30.0,28984.94295774585,5012908.934380785,-30.0,45.112420697406215,-128.98795217317345,0.14625208396181663,686.6845121588616
2021-11-04 02:08:37,north,lf,57120.400321774374,29455.08232604815,-30.0,48487.1622937839,5014566.592267024,-30.0,45.13997781539908,-128.7427920675119,0.09823660535584451,23.208203093129892
2021-11-04 02:09:33,hf,pair,37289.5326822704,22064.947470711348,-30.0,68318.02993328788,5007176.457411688,-30.0,45.086146287213126,-128.48538324390623,0.12520158951189145,7.500462112329016
2021-11-04 02:09:42,hf,pair,82841.67017960576,13722.092693455828,-30.0,22765.89243595251,4998833.602634432,-30.0,44.98226121239549,-129.05322067491684,0.19333055234061375,39.21420809871782
2021-11-04 02:10:02,hf,pair,82785.98138908533,13684.88118889012,-30.0,22821.581226472947,4998796.391129866,-30.0,44.9819654736396,-129.0524830842724,0.14182411084022556,28.057991944753265
2021-11-04 02:09:46,hf,pair,78156.98199848758,26679.352041015954,-30.0,27450.580617070693,5011790.861981993,-30.0,45.10138895005057,-129.0062974335205,0.22726481606785662,283.9506743986863
2021-11-04 02:09:41,hf,pair,97638.25978750788,13057.785815471247,-30.0,7969.302828050393,4998169.295756447,-30.0,44.96623597163498,-129.239156175301,0.3087534694984428,161.5519089182046
2021-11-04 02:09:13,lf,pair,37260.20645214653,22146.611370736086,-30.0,68347.35616341175,5007258.121311712,-30.0,45.08689590718053,-128.48508255059681,0.11342530921097793,6.985280772437906
2021-11-04 02:09:22,lf,pair,83053.88514202814,14447.333209421677,-30.0,22553.67747353013,4999558.843150398,-30.0,44.98861085745791,-129.05658349848446,0.1983876399283766,58.09948946903797
2021-11-04 02:09:30,lf,pair,78172.20051289733,1877.2277818639589,-30.0,27435.362102660947,4986988.73772284,-30.0,44.87933454204227,-128.9832577947782,0.27820616465953957,75.07945225174267
2021-11-04 02:09:29,lf,pair,74272.53069026272,20670.348523539917,-30.0,31335.031925295552,5005781.858464516,-30.0,45.05017070092476,-128.9515853122647,0.2456398986047767,21.21904952690693
2021-11-04 02:09:12,north,hf,65627.7956929041,28963.631934547404,-30.0,39979.76692265418,5014075.141875524,-30.0,45.13009474560074,-128.84998591299723,0.21730152391909885,31.8263224741888
2021-11-04 02:09:39,north,hf,57149.60648259359,29702.754233431737,-30.0,48457.95613296468,5014814.264174408,-30.0,45.14217742655973,-128.74338512978005,0.10223599260013197,31.422441195821122
2021-11-04 02:09:26,north,lf,76692.12654653685,27688.108109412296,-30.0,28915.436069021423,5012799.618050389,-30.0,45.11139579087104,-128.98872824221596,0.1682586346079297,961.8526899379526
2021-11-04 02:10:08,north,lf,76809.06949776383,28119.32122908944,-30.0,28798.493117794438,5013230.831170065,-30.0,45.11517840818154,-128.99061210209786,0.1364469602531569,677.2613447575076
